OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
9282,4c07d11e-15fc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31002,207081,Sligo North,207081022,207081022,A207081022,0,0,9282,3851.005513,487234.8405
9283,4c07d11e-0519-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105003,267105003,A267105003,0,0,9283,1852.053186,107675.2894
9284,4c07d11e-051a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105020,267105020,A267105020,0,0,9284,1376.38111,96191.59869
9285,4c07d11e-192c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33138,57067,Figart,57067002,57067002,A057067002,0,0,9285,1703.811238,138117.4082
9286,4c07d11e-18f9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33086,57095,Killea,57095002,57095002,A057095002,0,0,9286,3102.699549,291472.2303
9287,4c07d11e-1903-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33124,57128,Rathmelton,57128003,57128003,A057128003,0,0,9287,4327.033474,852893.4354
9288,4c07d11e-16b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5049,267074,Dún Laoghaire-Sallynoggin West,267074001,267074001,A267074001,0,0,9288,2162.02829,171566.0252
9289,4c07d11e-161c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5065,267126,Stillorgan-Leopardstown,267126009,267126009,A267126009,0,0,9289,1792.575639,126302.6541
9290,4c07d11e-161d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5065,267126,Stillorgan-Leopardstown,267126007,267126007,A267126007,0,0,9290,1589.732683,78256.15652
9291,4c07d11e-050c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105002,267105002,A267105002,0,0,9291,1820.807921,133055.3244
9292,4c07d11e-050d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105019,267105019,A267105019,0,0,9292,1618.377622,149785.4242
9293,4c07d11e-1993-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33071,57022,Carndonagh,57022007,57022007,A057022007,0,0,9293,3203.836179,504903.2539
9294,4c07d11e-1994-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33089,57123,Moville,57123009,57123009,A057123009,0,0,9294,2652.797511,329570.9354
9295,4c07d11e-1995-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33089,57123,Moville,57123008,57123008,A057123008,0,0,9295,3612.901142,783784.1366
9296,4c07d11e-1996-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33089,57123,Moville,57123012,57123012,A057123012,0,0,9296,3015.72365,370838.8409
9297,4c07d11e-1997-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19007,77035,Caher,77035011,77035011,A077035011,0,0,9297,1117.764787,84002.48006
9298,4c07d11e-1ef7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102005,77102005,A077102005,0,0,9298,1177.349453,62074.61037
9299,4c07d11e-19a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19007,77035,Caher,77035009,77035009,A077035009,0,0,9299,1509.064823,132877.8478
9300,4c07d11e-1942-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18001,47096,Clonakilty Urban,47096002,47096002,A047096002,0,0,9300,1588.980382,95393.68571
9301,4c07d11d-fa35-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3030,267138,Tallaght-Fettercairn,267138017,267138017,A267138017,0,0,9301,2328.443083,200995.4286
9302,4c07d11d-fa36-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100010,267100010,A267100010,0,0,9302,1434.340092,82924.51119
9303,4c07d11e-1931-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33069,57017,Buncrana Rural,57017013,57017013,A057017013,0,0,9303,2103.056382,196665.4299
9304,4c07d11e-1983-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33126,57131,Ros Goill,57131009,57131009,A057131009,0,0,9304,2428.861208,274954.2911
9305,4c07d11e-1984-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33081,57079,Glentogher,57079003,57079003,A057079003,0,0,9305,2950.156922,332569.1318
9306,4c07d11e-1985-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33071,57022,Carndonagh,57022006,57022006,A057022006,0,0,9306,1914.525913,217123.8194
9307,4c07d11e-1986-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33092,57136,Straid,57136003,57136003,A057136003,0,0,9307,2925.096608,566506.8508
9308,4c07d11e-1987-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33071,57022,Carndonagh,57022003,57022003,A057022003,0,0,9308,3081.348257,385659.4604
9309,4c07d11e-1988-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33071,57022,Carndonagh,57022005,57022005,A057022005,0,0,9309,3292.674684,537999.9415
9310,4c07d11e-1ef8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102017,77102017,A077102017,0,0,9310,1445.33656,119752.7786
9311,4c07d11e-1ef9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102015,77102015,A077102015,0,0,9311,1439.533971,110794.7572
9312,4c07d11e-1f02-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102013,77102013,A077102013,0,0,9312,1524.348722,69417.1109
9313,4c07d11e-1f41-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19084,77106,Killorglin,77106006,77106006,A077106006,0,0,9313,1299.959713,94136.46341
9314,4c07d11e-1978-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33069,57017,Buncrana Rural,57017005,57017005,A057017005,0,0,9314,2818.759781,393743.1042
9315,4c07d11e-1979-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33086,57095,Killea,57095005,57095005,A057095005,0,0,9315,3665.097708,316265.5349
9316,4c07d11e-193c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33134,57038,Clonleigh South,57038006,57038006,A057038006,0,0,9316,2170.769803,222579.7456
9317,4c07d11e-237d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058017,177058017,A177058017,0,0,9317,2771.03384,279711.3026
9318,4c07d11e-237e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058008,177058008,A177058008,0,0,9318,2201.082162,266148.3229
9319,4c07d11e-1914-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137017,57137017,A057137017,0,0,9319,3115.503884,502073.2796
9320,4c07d11e-194b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33047,57058,An Clochán Liath,57058003,57058003,A057058003,0,0,9320,1916.313517,226787.1364
9321,4c07d11e-1957-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019020,147019020/02,A147019020,0,2,9321,2263.398536,260591.1782
9322,4c07d11e-1958-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019037,147019037,A147019037,0,0,9322,1428.905911,76196.91756
9323,4c07d11e-2353-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065006,267065006,A267065006,0,0,9323,2885.635935,365364.8271
9324,4c07d11e-2354-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065023,267065023,A267065023,0,0,9324,4294.833072,524026.4216
9325,4c07d11e-2355-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065028,267065028,A267065028,0,0,9325,3993.126961,810210.3124
9326,4c07d11e-2356-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118001,267118001,A267118001,0,0,9326,2473.756651,269316.415
9327,4c07d11e-2357-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118002,267118002,A267118002,0,0,9327,2358.792428,289336.0766
9328,4c07d11e-2358-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118004,267118004,A267118004,0,0,9328,3050.138479,556037.4607
9329,4c07d11e-23e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32042,27013,Belturbet Urban,27013004,27013004,A027013004,0,0,9329,1820.177817,133106.19
9330,4c07d11e-23e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32088,27089,Tuam,27089003,27089003,A027089003,0,0,9330,2524.580142,400150.5379
9331,4c07d11e-23e5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28033,117077,Tullaghan,117077003,117077003,A117077003,0,0,9331,4551.457787,673873.3107
9332,4c07d11e-23e6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33007,57019,Bundoran Rural,57019002,57019002,A057019002,0,0,9332,3282.489785,482878.9979
9333,4c07d11e-23e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33002,57020,Bundoran Urban,057020007/057020008,057020007/057020008,A057020007/057020008,0,0,9333,4827.929877,568269.0881
9334,4c07d11e-23e8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33002,57020,Bundoran Urban,57020001,57020001,A057020001,0,0,9334,2855.590323,353862.632
9335,4c07d11e-237f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058023,177058023,A177058023,0,0,9335,2103.893969,287204.2044
9336,4c07d11e-233f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025018,167025018,A167025018,0,0,9336,2390.736262,291522.9512
9337,4c07d11e-23af-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34027,177019,Castleblayney Rural,177019010,177019010,A177019010,0,0,9337,1705.009062,180016.3683
9338,4c07d11e-23b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34021,177005,Ballybay Rural,177005005,177005005,A177005005,0,0,9338,3427.346665,520870.7446
9339,4c07d11e-2349-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065021,267065021/02,A267065021,0,2,9339,2147.779158,233339.0732
9340,4c07d11e-234a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065021,267065021/01,A267065021,0,2,9340,3992.60825,550339.8974
9341,4c07d11e-199c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33017,57059,Dunkineely,57059005,57059005,A057059005,0,0,9341,3427.774714,518881.1033
9342,4c07d11e-199d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33025,57138,Tantallon,57138009,57138009,A057138009,0,0,9342,3201.583817,374543.96
9343,4c07d11e-23e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025030,167025030,A167025030,0,0,9343,2719.093712,322293.0047
9344,4c07d11e-23ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025016,167025016,A167025016,0,0,9344,1356.513636,56443.01001
9345,4c07d11e-23eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025032,167025032,A167025032,0,0,9345,4641.326118,1013927.832
9346,4c07d11e-2395-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4003,267003,Balbriggan Urban,267003018,267003018,A267003018,0,0,9346,2652.851882,143302.5563
9347,4c07d11e-2396-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4034,267123,Skerries,267123025,267123025,A267123025,0,0,9347,1906.06308,161711.6083
9348,4c07d11e-2397-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4034,267123,Skerries,267123008,267123008,A267123008,0,0,9348,2096.521303,91436.8508
9349,4c07d11e-2340-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025017,167025017,A167025017,0,0,9349,1980.259243,184968.4629
9350,4c07d11e-2341-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065011,267065011,A267065011,0,0,9350,6177.543494,1412849.346
9351,4c07d11e-236a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118009,267118009,A267118009,0,0,9351,2256.634982,201828.549
9352,4c07d11e-234b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104014,267104014,A267104014,0,0,9352,3407.157731,647043.3649
9353,4c07d11e-1f27-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19082,77101,Killarney Rural,77101020,77101020,A077101020,0,0,9353,1011.993602,61644.61044
9354,4c07d11e-1f28-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19084,77106,Killorglin,77106003,77106003,A077106003,0,0,9354,1054.399754,64799.98359
9355,4c07d11e-23bf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082032,167082032,A167082032,0,0,9355,2133.905,112628.6856
9356,4c07d11e-1f0e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102032,77102032,A077102032,0,0,9356,1239.008862,63604.9698
9357,4c07d11e-2398-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4034,267123,Skerries,267123031,267123031,A267123031,0,0,9357,2632.590452,184564.3722
9358,4c07d11e-23ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10002,147039,St. Laurence Gate,147039002,147039002,A147039002,0,0,9358,2225.491546,217731.8631
9359,4c07d11e-23cb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10047,147043,St. Mary's (Part Urban),147043018,147043018,A147043018,0,0,9359,1560.309886,104204.4492
9360,4c07d11e-236b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118017,267118017/01,A267118017,0,2,9360,2541.747723,234018.5117
9361,4c07d11e-236c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118027,267118027,A267118027,0,0,9361,5027.488675,1261559.501
9362,4c07d11e-236d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118030,267118030,A267118030,0,0,9362,3566.76247,410031.514
9363,4c07d11e-236e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002037,267002037,A267002037,0,0,9363,3834.160015,794482.8609
9364,4c07d11e-1f34-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19084,77106,Killorglin,77106019,77106019,A077106019,0,0,9364,1684.278604,148593.5262
9365,4c07d11e-194c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33047,57058,An Clochán Liath,57058009,57058009,A057058009,0,0,9365,2556.540075,275402.7899
9366,4c07d11e-194d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33039,57002,Anagaire,57002011,57002011,A057002011,0,0,9366,2669.403168,295130.0546
9367,4c07d11e-194e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33036,57081,Gort an Choirce,57081010,57081010,A057081010,0,0,9367,3371.59194,629443.3979
9368,4c07d11e-194f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33032,57045,Na Croisbhealaí,57045013,57045013,A057045013,0,0,9368,3537.750023,633410.2956
9369,4c07d11e-1f18-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102024,77102024,A077102024,0,0,9369,2411.280414,175770.3844
9370,4c07d11e-18fa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18318,47295,Skull,47295006,47295006,A047295006,0,0,9370,1364.699846,85514.8347
9371,4c07d11e-18fb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18310,47024,Ballydehob,47024006,47024006,A047024006,0,0,9371,1857.934314,196858.0704
9372,4c07d11e-195a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33031,57044,An Craoslach,57044003,57044003,A057044003,0,0,9372,3528.126876,572626.7838
9373,4c07d11e-195b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33029,57006,Ards,57006002,57006002,A057006002,0,0,9373,5351.586937,1339594.307
9374,4c07d11e-195c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33096,57011,Ballymacool,57011009,57011009,A057011009,0,0,9374,4489.83854,705769.3078
9375,4c07d11e-1eea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102004,77102004,A077102004,0,0,9375,1378.428174,108640.4659
9376,4c07d11e-1905-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18009,47294,Skibbereen Urban,47294002,47294002,A047294002,0,0,9376,1951.035248,127629.7961
9377,4c07d11e-193d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33134,57038,Clonleigh South,57038003,57038003,A057038003,0,0,9377,3928.357929,672876.0372
9378,4c07d11e-1974-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33003,57107,Letterkenny Urban,57107007,57107007,A057107007,0,0,9378,1465.17264,110871.4439
9379,4c07d11e-1975-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106001,57106001,A057106001,0,0,9379,4511.969903,934126.2437
9380,4c07d11e-1981-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106019,57106019,A057106019,0,0,9380,2999.483918,421330.3813
9381,4c07d11e-23bd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34057,177042,Emyvale,177042003,177042003,A177042003,0,0,9381,3418.335308,320059.2119
9382,4c07d11e-195d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33096,57011,Ballymacool,57011006,57011006,A057011006,0,0,9382,5279.767714,816956.565
9383,4c07d11e-1990-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106005,57106005,A057106005,0,0,9383,2571.628356,231569.9846
9384,4c07d11e-1991-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106007,57106007,A057106007,0,0,9384,3860.721727,788505.0148
9385,4c07d11e-23db-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078023,167078023,A167078023,0,0,9385,2652.028655,326237.6323
9386,4c07d11e-235e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34036,177023,Clones Rural,177023007,177023007,A177023007,0,0,9386,3199.215988,294806.6178
9387,4c07d11e-235f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32051,27028,Cootehill Urban,27028001,27028001,A027028001,0,0,9387,2198.628564,182558.2939
9388,4c07d11e-2399-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028014,167028014,A167028014,0,0,9388,5278.427567,750006.2973
9389,4c07d11e-2387-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34004,177059,Monaghan Urban,177059001,177059001,A177059001,0,0,9389,2516.591377,202384.1568
9390,4c07d11e-2388-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058024,177058024,A177058024,0,0,9390,2441.871277,185541.1855
9391,4c07d11e-2389-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058002,177058002,A177058002,0,0,9391,4462.419214,1121149.065
9392,4c07d11e-23be-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34057,177042,Emyvale,177042004,177042004,A177042004,0,0,9392,1897.268676,180350.7653
9393,4c07d11e-23b1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028011,167028011,A167028011,0,0,9393,3507.842245,624154.8788
9394,4c07d11e-23b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11048,167085,Stamullin,167085005,167085005,A167085005,0,0,9394,3357.855804,355417.1813
9395,4c07d11e-23b3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10047,147043,St. Mary's (Part Urban),147043008,147043008,A147043008,0,0,9395,2591.787847,289762.2075
9396,4c07d11e-23dc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078027,167078027,A167078027,0,0,9396,2924.796271,506766.9525
9397,4c07d11e-23dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025023,167025023,A167025023,0,0,9397,1655.18713,125586.893
9398,4c07d11e-23de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025004,167025004,A167025004,0,0,9398,4414.667903,807975.912
9399,4c07d11e-23c0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082005,167082005/02,A167082005,0,2,9399,1696.012387,86819.58069
9400,4c07d11e-239a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028007,167028007,A167028007,0,0,9400,3265.532437,515075.7016
9401,4c07d11e-239b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028016,167028016,A167028016,0,0,9401,2206.096356,235052.3788
9402,4c07d11e-23a5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028004,167028004,A167028004,0,0,9402,2591.431887,250160.9867
