OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
9403,4c07d11e-23a6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11044,167028,Duleek,167028006,167028006,A167028006,0,0,9403,3157.272835,519310.0633
9404,4c07d11e-23b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10003,147034,West Gate,147034009,147034009,A147034009,0,0,9404,1431.207826,91745.51689
9405,4c07d11e-18ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,47200008,47200008,A047200008,0,0,9405,1586.192222,144812.5793
9406,4c07d11e-18ee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,47200009,47200009,A047200009,0,0,9406,2181.079569,94605.22513
9407,4c07d11e-1911-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10016,147021,Dunleer,147021010,147021010,A147021010,0,0,9407,3082.195626,527984.2976
9408,4c07d11e-1912-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10016,147021,Dunleer,147021004,147021004,A147021004,0,0,9408,1938.217178,163466.9597
9409,4c07d11e-18fc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18009,47294,Skibbereen Urban,47294004,47294004,A047294004,0,0,9409,1262.430947,60300.75946
9410,4c07d11e-191d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10010,147006,Castlebellingham,147006007,147006007,A147006007,0,0,9410,3092.66384,248800.3296
9411,4c07d11e-191e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10037,147009,Clogher,147009004,147009004,A147009004,0,0,9411,5364.187608,1289663.155
9412,4c07d11e-191f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10014,147016,Dromiskin,147016005,147016005,A147016005,0,0,9412,4598.69782,545327.5654
9413,4c07d11e-23d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10047,147043,St. Mary's (Part Urban),147043014,147043014,A147043014,0,0,9413,2336.016788,135533.7464
9414,4c07d11e-23d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10003,147034,West Gate,147034010,147034010,A147034010,0,0,9414,1656.058119,135286.6974
9415,4c07d11e-1920-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10014,147016,Dromiskin,147016007,147016007,A147016007,0,0,9415,2500.874204,298370.2487
9416,4c07d11e-1982-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106039,57106039,A057106039,0,0,9416,2570.774402,306731.1072
9417,4c07d11e-18e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33097,57030,Castlewray,57030011,57030011,A057030011,0,0,9417,3385.149422,425066.1096
9418,4c07d11e-196f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033008,47033008,A047033008,0,0,9418,1675.953685,185691.3926
9419,4c07d11e-1970-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18015,47325,Bandon,47325001,47325001,A047325001,0,0,9419,1371.194715,62246.15913
9420,4c07d11e-1906-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18034,47042,Bantry Urban,47042002,47042002,A047042002,0,0,9420,1265.271655,72516.22719
9421,4c07d11e-197c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18015,47325,Bandon,47325007,47325007,A047325007,0,0,9421,1198.558381,59076.6804
9422,4c07d11e-197d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18015,47325,Bandon,47325002,47325002,A047325002,0,0,9422,1449.790866,74926.63825
9423,4c07d11e-1976-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106032,57106032,A057106032,0,0,9423,1418.34015,89844.7555
9424,4c07d11e-1977-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106036,57106036,A057106036,0,0,9424,3016.718649,351062.9145
9425,4c07d11e-19ad-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106028,57106028,A057106028,0,0,9425,2517.594821,260510.9954
9426,4c07d11e-19ae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33097,57030,Castlewray,57030006,57030006,A057030006,0,0,9426,4708.35966,1098719.838
9427,4c07d11e-2393-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34004,177059,Monaghan Urban,177059006,177059006,A177059006,0,0,9427,2119.366354,220561.5848
9428,4c07d11e-23c8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078019,167078019,A167078019,0,0,9428,3019.141373,375894.1897
9429,4c07d11e-23c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078017,167078017,A167078017,0,0,9429,4170.892364,853545.3358
9430,4c07d11e-1992-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106022,57106022,A057106022,0,0,9430,2259.114847,198420.6673
9431,4c07d11e-2392-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32011,27079,Shercock,27079005,27079005,A027079005,0,0,9431,3658.720275,668216.5531
9432,4c07d11e-2367-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32051,27028,Cootehill Urban,27028003,27028003,A027028003,0,0,9432,2038.148019,147487.0925
9433,4c07d11e-2368-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32051,27028,Cootehill Urban,27028005,27028005,A027028005,0,0,9433,2563.380269,399359.6756
9434,4c07d11e-2369-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32051,27028,Cootehill Urban,27028007,27028007,A027028007,0,0,9434,1847.833153,168413.7036
9435,4c07d11e-2394-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34004,177059,Monaghan Urban,177059003,177059003,A177059003,0,0,9435,2998.496235,459531.3566
9436,4c07d11e-18fd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11048,167085,Stamullin,167085012,167085012,A167085012,0,0,9436,2407.945851,279722.5524
9437,4c07d11e-1908-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082015,167082015,A167082015,0,0,9437,2481.365016,360197.7874
9438,4c07d11e-1909-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082012,167082012,A167082012,0,0,9438,2440.226526,236664.6662
9439,4c07d11e-1961-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033013,47033013,A047033013,0,0,9439,1742.608685,129477.0337
9440,4c07d11e-238a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4003,267003,Balbriggan Urban,267003015,267003015,A267003015,0,0,9440,1266.271504,83737.30478
9441,4c07d11e-238b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4003,267003,Balbriggan Urban,267003007,267003007,A267003007,0,0,9441,2328.287772,133556.7325
9442,4c07d11e-238c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002029,267002029,A267002029,0,0,9442,2231.279515,222389.816
9443,4c07d11e-18e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038020,167038020,A167038020,0,0,9443,1325.479727,57671.13521
9444,4c07d11e-18e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082017,167082017,A167082017,0,0,9444,3257.172921,377904.0609
9445,4c07d11e-18e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10041,147035,St. Peter's,147035023,147035023,A147035023,0,0,9445,5141.22053,1246584.489
9446,4c07d11e-1900-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33139,57074,Gleneely,57074003,57074003,A057074003,0,0,9446,4429.950799,613710.0366
9447,4c07d11e-18fe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038027,167038027,A167038027,0,0,9447,2955.066137,343208.7372
9448,4c07d11e-18ff-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11047,167082,St. Mary's (Part Rural),167082035,167082035,A167082035,0,0,9448,4543.128807,672364.172
9449,4c07d11e-1954-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033010,47033010,A047033010,0,0,9449,1409.36006,51426.62243
9450,4c07d11e-1955-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033014,47033014,A047033014,0,0,9450,847.9166211,41785.88648
9451,4c07d11e-1956-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033015,47033015,A047033015,0,0,9451,764.1114666,35729.68261
9452,4c07d11e-1962-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033016,47033016,A047033016,0,0,9452,1208.370564,77407.43337
9453,4c07d11e-1eb2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239015,047239015/01,A047239015,0,2,9453,2200.596459,251736.9786
9454,4c07d11e-18ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33102,57082,Gortnavern,57082004,57082004,A057082004,0,0,9454,2149.110434,197853.8154
9455,4c07d11e-2094-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046003,48046003,A048046003,0,0,9455,1005.319824,58351.23119
9456,4c07d11e-1cc4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17026,48026,Farranferris C,48026001,48026001,A048026001,0,0,9456,1638.77348,171096.133
9457,4c07d11e-1972-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019062,147019062,A147019062,0,0,9457,3601.864731,516915.0271
9458,4c07d11e-1973-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019058,147019058,A147019058,0,0,9458,2097.579419,231347.3038
9459,4c07d11e-1ea6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18189,47221,Kinsale Rural,47221015,47221015,A047221015,0,0,9459,1296.56841,96195.28824
9460,4c07d11e-19af-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106017,57106017,A057106017,0,0,9460,2366.336084,284131.036
9461,4c07d11e-19b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33105,57106,Letterkenny Rural,57106044,57106044,A057106044,0,0,9461,4401.71552,945202.0453
9462,4c07d11e-18eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33097,57030,Castlewray,57030013,57030013,A057030013,0,0,9462,5039.314352,831683.9821
9463,4c07d11e-18ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33120,57100,Kilmacrenan,57100006,57100006,A057100006,0,0,9463,3718.4695,559527.3982
9464,4c07d11e-1921-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33141,57098,Killygordon,57098005,57098005,A057098005,0,0,9464,3149.497247,347614.6581
9465,4c07d11e-23d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078029,167078029,A167078029,0,0,9465,2662.518093,291699.1169
9466,4c07d11e-23e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10003,147034,West Gate,147034003,147034003,A147034003,0,0,9466,2372.335983,290398.7626
9467,4c07d11e-192b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10030,147025,Haggardstown,147025003/147025022,147025003/01,A147025003/147025022,0,2,9467,1732.700564,98953.84075
9468,4c07d11e-1938-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10030,147025,Haggardstown,147025012,147025012,A147025012,0,0,9468,1488.119629,119930.4297
9469,4c07d11e-1939-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10030,147025,Haggardstown,147025015,147025015,A147025015,0,0,9469,1815.040204,95178.66699
9470,4c07d11e-197e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18015,47325,Bandon,47325003,47325003,A047325003,0,0,9470,1397.958456,58998.09709
9471,4c07d11e-190a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137015,57137015,A057137015,0,0,9471,2414.938594,212755.8514
9472,4c07d11e-1913-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137021,57137021,A057137021,0,0,9472,2643.570976,339710.128
9473,4c07d11e-23a0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058021,177058021,A177058021,0,0,9473,2138.604838,292333.3759
9474,4c07d11e-23a1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34048,177008,Bellanode,177008003,177008003,A177008003,0,0,9474,5332.266791,1227610.232
9475,4c07d11e-23a2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34021,177005,Ballybay Rural,177005001,177005001,A177005001,0,0,9475,3181.591902,535929.336
9476,4c07d11e-23d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11016,167078,Ratoath,167078011,167078011,A167078011,0,0,9476,2003.721315,172736.7645
9477,4c07d11e-18e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33016,57053,Donegal,57053018,57053018,A057053018,0,0,9477,3061.547797,336861.6314
9478,4c07d11e-18e8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33052,57078,Na Gleannta,57078008,57078008,A057078008,0,0,9478,5194.514185,1116761.061
9479,4c07d11e-198e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10026,147018,Drummullagh,147018006,147018006,A147018006,0,0,9479,2046.393991,225852.0825
9480,4c07d11e-198f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10026,147018,Drummullagh,147018005,147018005,A147018005,0,0,9480,2236.226668,152665.4007
9481,4c07d11e-2374-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32051,27028,Cootehill Urban,27028006,27028006,A027028006,0,0,9481,4295.486605,680885.3479
9482,4c07d11e-2375-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34045,177061,Newbliss,177061004,177061004,A177061004,0,0,9482,3249.044777,567956.4666
9483,4c07d11e-2376-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34056,177041,Drumsnat,177041001,177041001,A177041001,0,0,9483,3131.931319,398167.0157
9484,4c07d11e-23a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34021,177005,Ballybay Rural,177005002,177005002,A177005002,0,0,9484,2820.891696,298761.6533
9485,4c07d11e-23a4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34027,177019,Castleblayney Rural,177019013,177019013,A177019013,0,0,9485,1396.546144,122959.5883
9486,4c07d11e-2352-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065009,267065009,A267065009,0,0,9486,2674.652816,152905.8633
9487,4c07d11e-1eb3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239013,47239013,A047239013,0,0,9487,861.5178186,46209.86724
9488,4c07d11e-1eb4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239010,47239010,A047239010,0,0,9488,1160.856105,70967.34173
9489,4c07d11e-2360-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118003,267118003,A267118003,0,0,9489,2425.318177,340770.5337
9490,4c07d11e-2361-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118017,267118017/02,A267118017,0,2,9490,3645.831542,567492.1692
9491,4c07d11e-237c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058011,177058011,A177058011,0,0,9491,1786.15588,182823.1152
9492,4c07d11e-1901-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137011,57137011,A057137011,0,0,9492,2787.040087,280711.5168
9493,4c07d11e-1902-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137019,57137019,A057137019,0,0,9493,4652.379877,686446.0625
9494,4c07d11e-1963-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042013,147042013,A147042013,0,0,9494,3323.172111,495948.6725
9495,4c07d11e-1964-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10005,147041,Dundalk Urban No. 2,147041003,147041003,A147041003,0,0,9495,2069.426091,211807.5139
9496,4c07d11e-1965-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042003,147042003,A147042003,0,0,9496,2561.278777,410513.8969
9497,4c07d11e-1966-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10023,147008,Castletown,147008004,147008004,A147008004,0,0,9497,4618.954986,659651.5854
9498,4c07d11e-1967-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10023,147008,Castletown,147008011,147008011,A147008011,0,0,9498,4722.548011,897948.032
9499,4c07d11e-1f0d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102023,77102023,A077102023,0,0,9499,1511.018072,132113.7757
9500,4c07d11e-1922-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33130,57028,Castlefinn,57028002,57028002,A057028002,0,0,9500,3155.374632,571810.4909
9501,4c07d11e-1923-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33135,57039,Convoy,57039001,57039001,A057039001,0,0,9501,2489.050342,342740.9946
9502,4c07d11e-1ebf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239009,47239009,A047239009,0,0,9502,898.5679682,43974.79031
9503,4c07d11e-1ee8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102026,77102026,A077102026,0,0,9503,2016.97635,122123.101
9504,4c07d11e-1ee9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102003,77102003,A077102003,0,0,9504,1243.283436,78440.76942
9505,4c07d11e-1929-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10030,147025,Haggardstown,147025006,147025006,A147025006,0,0,9505,2575.619485,354837.8756
9506,4c07d11e-192a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10030,147025,Haggardstown,147025008,147025008,A147025008,0,0,9506,3040.213682,497614.2867
9507,4c07d11e-190b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137020,57137020,A057137020,0,0,9507,2590.35173,340278.115
9508,4c07d11e-1ea7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18004,47222,Kinsale Urban,47222007,47222007,A047222007,0,0,9508,1312.886245,106102.4143
9509,4c07d11e-1ea8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18004,47222,Kinsale Urban,47222004,47222004,A047222004,0,0,9509,1331.716042,81744.76294
9510,4c07d11e-1ea9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239012,47239012,A047239012,0,0,9510,1130.548964,53635.03829
9511,4c07d11e-1f26-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102030,77102030,A077102030,0,0,9511,1209.984365,69391.48607
9512,4c07d11e-1959-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33032,57045,Na Croisbhealaí,57045010,57045010,A057045010,0,0,9512,3632.995127,786728.1227
9513,4c07d11e-194a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019018,147019018,A147019018,0,0,9513,2292.468814,247722.6443
9514,4c07d11e-1c52-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17054,48051,Shanakiel,48051010,48051010,A048051010,0,0,9514,1306.668646,108197.4693
9515,4c07d11e-1c5b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17045,48045,Mardyke,48045001,48045001,A048045001,0,0,9515,1901.392977,172063.1477
9516,4c07d11e-1c6d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17069,48069,Tramore B,48069001,48069001,A048069001,0,0,9516,1213.45353,53260.56989
9517,4c07d11e-23d9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32042,27013,Belturbet Urban,27013006,27013006,A027013006,0,0,9517,3102.913508,483566.9789
9518,4c07d11e-23da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32042,27013,Belturbet Urban,27013001,27013001,A027013001,0,0,9518,2067.307469,255634.9277
